Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
9.173451	1.010618	-0.000040	-0.000525	-0.000030	-0.004031	0.001684
9.204866	1.010616	-0.000166	-0.000471	-0.000125	-0.004018	0.001749
9.236282	1.010611	-0.000292	-0.000415	-0.000219	-0.003989	0.001807
9.267698	1.010602	-0.000417	-0.000357	-0.000312	-0.003945	0.001857
9.299114	1.010591	-0.000540	-0.000298	-0.000403	-0.003885	0.001899
9.330530	1.010577	-0.000661	-0.000238	-0.000493	-0.003809	0.001933
9.361946	1.010560	-0.000779	-0.000177	-0.000579	-0.003718	0.001959
9.393362	1.010541	-0.000894	-0.000115	-0.000663	-0.003613	0.001977
9.424778	1.010518	-0.001006	-0.000053	-0.000743	-0.003493	0.001988
9.456194	1.010494	-0.001114	0.000010	-0.000819	-0.003359	0.001990
9.487610	1.010467	-0.001217	0.000072	-0.000891	-0.003212	0.001985
9.519026	1.010438	-0.001315	0.000134	-0.000958	-0.003052	0.001972
9.550442	1.010407	-0.001409	0.000196	-0.001020	-0.002880	0.001952
9.581858	1.010374	-0.001496	0.000257	-0.001077	-0.002695	0.001925
9.613274	1.010339	-0.001578	0.000317	-0.001128	-0.002500	0.001891
9.644689	1.010303	-0.001653	0.000376	-0.001173	-0.002294	0.001850
9.676105	1.010266	-0.001722	0.000433	-0.001212	-0.002079	0.001803
9.707521	1.010227	-0.001784	0.000489	-0.001246	-0.001854	0.001749
9.738937	1.010187	-0.001838	0.000543	-0.001273	-0.001622	0.001690
9.770353	1.010147	-0.001885	0.000595	-0.001293	-0.001382	0.001625
9.801769	1.010106	-0.001925	0.000645	-0.001307	-0.001135	0.001554
9.833185	1.010065	-0.001957	0.000693	-0.001315	-0.000883	0.001478
9.864601	1.010024	-0.001980	0.000738	-0.001317	-0.000627	0.001398
9.896017	1.009982	-0.001996	0.000780	-0.001313	-0.000366	0.001313
9.927433	1.009941	-0.002003	0.000820	-0.001303	-0.000103	0.001223
9.958849	1.009901	-0.002003	0.000857	-0.001287	0.000162	0.001130
9.990265	1.009860	-0.001993	0.000891	-0.001265	0.000428	0.001033
10.021681	1.009821	-0.001976	0.000922	-0.001239	0.000693	0.000932
10.053096	1.009783	-0.001950	0.000950	-0.001207	0.000957	0.000829
10.084512	1.009745	-0.001916	0.000974	-0.001171	0.001218	0.000723
10.115928	1.009709	-0.001873	0.000995	-0.001130	0.001475	0.000615
10.147344	1.009674	-0.001823	0.001013	-0.001086	0.001728	0.000504
10.178760	1.009641	-0.001765	0.001027	-0.001038	0.001975	0.000393
10.210176	1.009609	-0.001699	0.001037	-0.000987	0.002214	0.000279
10.241592	1.009579	-0.001626	0.001044	-0.000933	0.002446	0.000165
10.273008	1.009551	-0.001545	0.001048	-0.000876	0.002667	0.000051
10.304424	1.009524	-0.001458	0.001048	-0.000817	0.002879	-0.000064
10.335840	1.009499	-0.001365	0.001044	-0.000756	0.003078	-0.000178
10.367256	1.009477	-0.001265	0.001036	-0.000693	0.003265	-0.000292
10.398672	1.009456	-0.001160	0.001025	-0.000629	0.003438	-0.000405
10.430088	1.009437	-0.001049	0.001011	-0.000564	0.003596	-0.000517
10.461504	1.009420	-0.000934	0.000993	-0.000498	0.003738	-0.000627
10.492919	1.009406	-0.000814	0.000972	-0.000431	0.003864	-0.000735
10.524335	1.009393	-0.000691	0.000947	-0.000363	0.003973	-0.000841
10.555751	1.009383	-0.000565	0.000919	-0.000295	0.004064	-0.000944
10.587167	1.009375	-0.000436	0.000888	-0.000227	0.004137	-0.001044
10.618583	1.009369	-0.000305	0.000853	-0.000158	0.004191	-0.001140
10.649999	1.009365	-0.000173	0.000816	-0.000089	0.004226	-0.001233
10.681415	1.009363	-0.000040	0.000776	-0.000021	0.004242	-0.001322
10.712831	1.009364	0.000093	0.000733	0.000048	0.004238	-0.001407
10.744247	1.009366	0.000226	0.000687	0.000117	0.004214	-0.001487
10.775663	1.009371	0.000358	0.000639	0.000186	0.004172	-0.001562
10.807079	1.009378	0.000488	0.000589	0.000254	0.004110	-0.001632
10.838495	1.009387	0.000616	0.000537	0.000323	0.004030	-0.001697
10.869911	1.009398	0.000741	0.000483	0.000390	0.003932	-0.001756
10.901327	1.009411	0.000863	0.000427	0.000458	0.003816	-0.001808
10.932742	1.009427	0.000981	0.000369	0.000524	0.003683	-0.001855
10.964158	1.009444	0.001094	0.000310	0.000590	0.003534	-0.001895
10.995574	1.009464	0.001203	0.000250	0.000655	0.003370	-0.001928
11.026990	1.009485	0.001306	0.000189	0.000719	0.003191	-0.001955
11.058406	1.009509	0.001403	0.000127	0.000781	0.002999	-0.001974
11.089822	1.009534	0.001494	0.000065	0.000841	0.002795	-0.001986
11.121238	1.009562	0.001578	0.000003	0.000899	0.002579	-0.001990
11.152654	1.009591	0.001656	-0.000060	0.000955	0.002354	-0.001987
11.184070	1.009622	0.001726	-0.000122	0.001008	0.002119	-0.001976
11.215486	1.009654	0.001789	-0.000184	0.001058	0.001877	-0.001957
11.246902	1.009688	0.001844	-0.000245	0.001104	0.001627	-0.001930
11.278318	1.009724	0.001891	-0.000305	0.001147	0.001372	-0.001895
11.309734	1.009760	0.001930	-0.000364	0.001186	0.001113	-0.001852
